location,name,humidity,temperature,timestamp,connectivity,fan_timer,fan_timer_duration,mode,eco,status,coolSet,heatSet
West 5th,Lockers,42,67,2024-02-18T22:32:31.508-06:00,ONLINE,OFF,,HEAT,OFF,OFF,,56
East Austin,CB Lobby,35,69,2024-02-18T22:32:31.508-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,AKT Lobby,31,70,2024-02-18T22:32:31.508-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,CB Theater,34,69,2024-02-18T22:32:31.508-06:00,ONLINE,OFF,,COOL,OFF,OFF,80,
East Austin,Bathrooms,33,69,2024-02-18T22:32:31.508-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
West 5th,Theater,40,70,2024-02-18T22:32:31.508-06:00,ONLINE,OFF,,COOL,OFF,OFF,72,
East Austin,AKT Factory,27,67,2024-02-18T22:32:31.508-06:00,ONLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,42,67,2024-02-18T22:21:43.265-06:00,ONLINE,OFF,,HEAT,OFF,OFF,,56
East Austin,CB Lobby,35,70,2024-02-18T22:21:43.265-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,AKT Lobby,31,70,2024-02-18T22:21:43.265-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,CB Theater,34,69,2024-02-18T22:21:43.265-06:00,ONLINE,OFF,,COOL,OFF,OFF,80,
East Austin,Bathrooms,33,69,2024-02-18T22:21:43.265-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
West 5th,Theater,40,70,2024-02-18T22:21:43.265-06:00,ONLINE,OFF,,COOL,OFF,OFF,72,
East Austin,AKT Factory,27,68,2024-02-18T22:21:43.265-06:00,ONLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,42,67,2024-02-18T22:03:41.283-06:00,ONLINE,OFF,,HEAT,OFF,OFF,,56
East Austin,CB Lobby,35,70,2024-02-18T22:03:41.283-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,AKT Lobby,31,70,2024-02-18T22:03:41.283-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,CB Theater,34,69,2024-02-18T22:03:41.283-06:00,ONLINE,OFF,,COOL,OFF,OFF,80,
East Austin,Bathrooms,33,68,2024-02-18T22:03:41.283-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
West 5th,Theater,40,70,2024-02-18T22:03:41.283-06:00,ONLINE,OFF,,COOL,OFF,OFF,72,
East Austin,AKT Factory,27,68,2024-02-18T22:03:41.283-06:00,ONLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,42,67,2024-02-18T21:47:31.940-06:00,ONLINE,OFF,,HEAT,OFF,OFF,,56
East Austin,CB Lobby,35,70,2024-02-18T21:47:31.940-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,AKT Lobby,32,70,2024-02-18T21:47:31.940-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,CB Theater,34,69,2024-02-18T21:47:31.940-06:00,ONLINE,OFF,,COOL,OFF,OFF,80,
East Austin,Bathrooms,33,68,2024-02-18T21:47:31.940-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
West 5th,Theater,40,70,2024-02-18T21:47:31.940-06:00,ONLINE,OFF,,COOL,OFF,OFF,72,
East Austin,AKT Factory,27,68,2024-02-18T21:47:31.940-06:00,ONLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,42,67,2024-02-18T21:32:58.335-06:00,ONLINE,OFF,,HEAT,OFF,OFF,,56
East Austin,CB Lobby,35,70,2024-02-18T21:32:58.335-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,AKT Lobby,32,70,2024-02-18T21:32:58.335-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,CB Theater,34,69,2024-02-18T21:32:58.335-06:00,ONLINE,OFF,,COOL,OFF,OFF,80,
East Austin,Bathrooms,33,68,2024-02-18T21:32:58.335-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
West 5th,Theater,40,70,2024-02-18T21:32:58.335-06:00,ONLINE,OFF,,COOL,OFF,OFF,72,
East Austin,AKT Factory,27,68,2024-02-18T21:32:58.335-06:00,ONLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,42,67,2024-02-18T21:20:25.175-06:00,ONLINE,OFF,,HEAT,OFF,OFF,,56
East Austin,CB Lobby,35,70,2024-02-18T21:20:25.175-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,AKT Lobby,32,71,2024-02-18T21:20:25.175-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,CB Theater,34,69,2024-02-18T21:20:25.175-06:00,ONLINE,OFF,,COOL,OFF,OFF,80,
East Austin,Bathrooms,33,69,2024-02-18T21:20:25.175-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
West 5th,Theater,40,70,2024-02-18T21:20:25.175-06:00,ONLINE,OFF,,COOL,OFF,OFF,72,
East Austin,AKT Factory,27,69,2024-02-18T21:20:25.175-06:00,ONLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,42,67,2024-02-18T21:03:20.004-06:00,ONLINE,OFF,,HEAT,OFF,OFF,,56
East Austin,CB Lobby,35,70,2024-02-18T21:03:20.004-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,AKT Lobby,32,71,2024-02-18T21:03:20.004-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,CB Theater,34,69,2024-02-18T21:03:20.004-06:00,ONLINE,OFF,,COOL,OFF,OFF,80,
East Austin,Bathrooms,33,69,2024-02-18T21:03:20.004-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
West 5th,Theater,40,70,2024-02-18T21:03:20.004-06:00,ONLINE,OFF,,COOL,OFF,OFF,72,
East Austin,AKT Factory,26,69,2024-02-18T21:03:20.004-06:00,ONLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,42,67,2024-02-18T20:47:25.941-06:00,ONLINE,OFF,,HEAT,OFF,OFF,,56
East Austin,CB Lobby,35,70,2024-02-18T20:47:25.941-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,AKT Lobby,32,71,2024-02-18T20:47:25.941-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,CB Theater,34,70,2024-02-18T20:47:25.941-06:00,ONLINE,OFF,,COOL,OFF,OFF,80,
East Austin,Bathrooms,33,69,2024-02-18T20:47:25.941-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
West 5th,Theater,40,70,2024-02-18T20:47:25.941-06:00,ONLINE,OFF,,COOL,OFF,OFF,72,
East Austin,AKT Factory,26,69,2024-02-18T20:47:25.941-06:00,ONLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,42,67,2024-02-18T20:32:40.614-06:00,ONLINE,OFF,,HEAT,OFF,OFF,,56
East Austin,CB Lobby,35,70,2024-02-18T20:32:40.614-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,AKT Lobby,32,71,2024-02-18T20:32:40.614-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,CB Theater,34,70,2024-02-18T20:32:40.614-06:00,ONLINE,OFF,,COOL,OFF,OFF,80,
East Austin,Bathrooms,33,68,2024-02-18T20:32:40.614-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
West 5th,Theater,40,70,2024-02-18T20:32:40.614-06:00,ONLINE,OFF,,COOL,OFF,OFF,72,
East Austin,AKT Factory,26,69,2024-02-18T20:32:40.614-06:00,ONLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,42,68,2024-02-18T20:22:32.366-06:00,ONLINE,OFF,,HEAT,OFF,OFF,,56
East Austin,CB Lobby,35,71,2024-02-18T20:22:32.366-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,AKT Lobby,32,71,2024-02-18T20:22:32.366-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,CB Theater,34,70,2024-02-18T20:22:32.366-06:00,ONLINE,OFF,,COOL,OFF,OFF,80,
East Austin,Bathrooms,33,69,2024-02-18T20:22:32.366-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
West 5th,Theater,40,70,2024-02-18T20:22:32.366-06:00,ONLINE,OFF,,COOL,OFF,OFF,72,
East Austin,AKT Factory,26,69,2024-02-18T20:22:32.366-06:00,ONLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,42,68,2024-02-18T20:09:44.352-06:00,ONLINE,OFF,,HEAT,OFF,OFF,,56
East Austin,CB Lobby,35,71,2024-02-18T20:09:44.352-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,AKT Lobby,32,71,2024-02-18T20:09:44.352-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,CB Theater,34,70,2024-02-18T20:09:44.352-06:00,ONLINE,OFF,,COOL,OFF,OFF,80,
East Austin,Bathrooms,33,69,2024-02-18T20:09:44.352-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
West 5th,Theater,40,70,2024-02-18T20:09:44.352-06:00,ONLINE,OFF,,COOL,OFF,OFF,72,
East Austin,AKT Factory,26,70,2024-02-18T20:09:44.352-06:00,ONLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,42,68,2024-02-18T19:46:39.171-06:00,ONLINE,OFF,,HEAT,OFF,OFF,,56
East Austin,CB Lobby,35,71,2024-02-18T19:46:39.171-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,AKT Lobby,31,71,2024-02-18T19:46:39.171-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,CB Theater,34,70,2024-02-18T19:46:39.171-06:00,ONLINE,OFF,,COOL,OFF,OFF,80,
East Austin,Bathrooms,33,69,2024-02-18T19:46:39.171-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
West 5th,Theater,40,70,2024-02-18T19:46:39.171-06:00,ONLINE,OFF,,COOL,OFF,OFF,72,
East Austin,AKT Factory,25,69,2024-02-18T19:46:39.171-06:00,ONLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,42,68,2024-02-18T19:24:46.625-06:00,ONLINE,OFF,,HEAT,OFF,OFF,,56
East Austin,CB Lobby,35,71,2024-02-18T19:24:46.625-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,AKT Lobby,31,72,2024-02-18T19:24:46.625-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,CB Theater,34,70,2024-02-18T19:24:46.625-06:00,ONLINE,OFF,,COOL,OFF,OFF,80,
East Austin,Bathrooms,33,69,2024-02-18T19:24:46.625-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
West 5th,Theater,40,70,2024-02-18T19:24:46.625-06:00,ONLINE,OFF,,COOL,OFF,OFF,72,
East Austin,AKT Factory,25,70,2024-02-18T19:24:46.625-06:00,ONLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,43,68,2024-02-18T18:51:17.313-06:00,ONLINE,OFF,,HEAT,OFF,OFF,,56
East Austin,CB Lobby,33,72,2024-02-18T18:51:17.313-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,AKT Lobby,31,72,2024-02-18T18:51:17.313-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,CB Theater,34,71,2024-02-18T18:51:17.313-06:00,ONLINE,OFF,,COOL,OFF,OFF,80,
East Austin,Bathrooms,34,69,2024-02-18T18:51:17.313-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
West 5th,Theater,41,70,2024-02-18T18:51:17.313-06:00,ONLINE,OFF,,COOL,OFF,OFF,72,
East Austin,AKT Factory,25,71,2024-02-18T18:51:17.313-06:00,ONLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,43,68,2024-02-18T18:28:24.052-06:00,ONLINE,OFF,,HEAT,OFF,OFF,,56
East Austin,CB Lobby,33,72,2024-02-18T18:28:24.052-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,AKT Lobby,31,72,2024-02-18T18:28:24.052-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,CB Theater,34,71,2024-02-18T18:28:24.052-06:00,ONLINE,OFF,,COOL,OFF,OFF,80,
East Austin,Bathrooms,34,69,2024-02-18T18:28:24.052-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
West 5th,Theater,41,70,2024-02-18T18:28:24.052-06:00,ONLINE,OFF,,COOL,OFF,OFF,72,
East Austin,AKT Factory,25,71,2024-02-18T18:28:24.052-06:00,ONLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,43,68,2024-02-18T18:11:55.841-06:00,ONLINE,OFF,,HEAT,OFF,OFF,,56
East Austin,CB Lobby,33,73,2024-02-18T18:11:55.841-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,AKT Lobby,31,72,2024-02-18T18:11:55.841-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,CB Theater,34,71,2024-02-18T18:11:55.841-06:00,ONLINE,OFF,,COOL,OFF,OFF,80,
East Austin,Bathrooms,34,69,2024-02-18T18:11:55.841-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
West 5th,Theater,42,70,2024-02-18T18:11:55.841-06:00,ONLINE,OFF,,COOL,OFF,OFF,72,
East Austin,AKT Factory,25,72,2024-02-18T18:11:55.841-06:00,ONLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,44,68,2024-02-18T17:47:26.347-06:00,ONLINE,OFF,,HEAT,OFF,OFF,,56
East Austin,CB Lobby,33,74,2024-02-18T17:47:26.347-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,AKT Lobby,33,72,2024-02-18T17:47:26.347-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,CB Theater,34,72,2024-02-18T17:47:26.347-06:00,ONLINE,OFF,,COOL,OFF,OFF,80,
East Austin,Bathrooms,34,69,2024-02-18T17:47:26.347-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
West 5th,Theater,42,70,2024-02-18T17:47:26.347-06:00,ONLINE,OFF,,COOL,OFF,OFF,72,
East Austin,AKT Factory,25,72,2024-02-18T17:47:26.347-06:00,ONLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,44,68,2024-02-18T17:33:30.945-06:00,ONLINE,OFF,,HEAT,OFF,OFF,,56
East Austin,CB Lobby,33,74,2024-02-18T17:33:30.945-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,AKT Lobby,33,72,2024-02-18T17:33:30.945-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,CB Theater,34,72,2024-02-18T17:33:30.945-06:00,ONLINE,OFF,,COOL,OFF,OFF,80,
East Austin,Bathrooms,34,69,2024-02-18T17:33:30.945-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
West 5th,Theater,42,70,2024-02-18T17:33:30.945-06:00,ONLINE,OFF,,COOL,OFF,OFF,72,
East Austin,AKT Factory,25,72,2024-02-18T17:33:30.945-06:00,ONLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,44,68,2024-02-18T17:19:06.439-06:00,ONLINE,OFF,,HEAT,OFF,OFF,,56
East Austin,CB Lobby,33,74,2024-02-18T17:19:06.439-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,AKT Lobby,33,72,2024-02-18T17:19:06.439-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,CB Theater,34,72,2024-02-18T17:19:06.439-06:00,ONLINE,OFF,,COOL,OFF,OFF,80,
East Austin,Bathrooms,34,69,2024-02-18T17:19:06.439-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
West 5th,Theater,42,70,2024-02-18T17:19:06.439-06:00,ONLINE,OFF,,COOL,OFF,OFF,72,
East Austin,AKT Factory,25,72,2024-02-18T17:19:06.439-06:00,ONLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,44,68,2024-02-18T17:03:28.694-06:00,ONLINE,OFF,,HEAT,OFF,OFF,,56
East Austin,CB Lobby,33,74,2024-02-18T17:03:28.694-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,AKT Lobby,33,73,2024-02-18T17:03:28.694-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,CB Theater,37,72,2024-02-18T17:03:28.694-06:00,ONLINE,OFF,,COOL,OFF,OFF,80,
East Austin,Bathrooms,36,69,2024-02-18T17:03:28.694-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
West 5th,Theater,42,70,2024-02-18T17:03:28.694-06:00,ONLINE,OFF,,COOL,OFF,OFF,72,
East Austin,AKT Factory,25,73,2024-02-18T17:03:28.694-06:00,ONLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,44,68,2024-02-18T16:47:31.690-06:00,ONLINE,OFF,,HEAT,OFF,OFF,,56
East Austin,CB Lobby,34,74,2024-02-18T16:47:31.690-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,AKT Lobby,34,72,2024-02-18T16:47:31.690-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,CB Theater,37,72,2024-02-18T16:47:31.690-06:00,ONLINE,OFF,,COOL,OFF,OFF,80,
East Austin,Bathrooms,36,69,2024-02-18T16:47:31.690-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
West 5th,Theater,42,70,2024-02-18T16:47:31.690-06:00,ONLINE,OFF,,COOL,OFF,OFF,72,
East Austin,AKT Factory,25,73,2024-02-18T16:47:31.690-06:00,ONLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,44,68,2024-02-18T16:32:26.248-06:00,ONLINE,OFF,,HEAT,OFF,OFF,,56
East Austin,CB Lobby,34,74,2024-02-18T16:32:26.248-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,AKT Lobby,34,72,2024-02-18T16:32:26.248-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,CB Theater,37,72,2024-02-18T16:32:26.248-06:00,ONLINE,OFF,,COOL,OFF,OFF,80,
East Austin,Bathrooms,36,69,2024-02-18T16:32:26.248-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
West 5th,Theater,43,70,2024-02-18T16:32:26.248-06:00,ONLINE,OFF,,COOL,OFF,OFF,72,
East Austin,AKT Factory,25,73,2024-02-18T16:32:26.248-06:00,ONLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,44,68,2024-02-18T16:20:44.395-06:00,ONLINE,OFF,,HEAT,OFF,OFF,,56
East Austin,CB Lobby,34,73,2024-02-18T16:20:44.395-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,AKT Lobby,33,72,2024-02-18T16:20:44.395-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,CB Theater,37,71,2024-02-18T16:20:44.395-06:00,ONLINE,OFF,,COOL,OFF,OFF,80,
East Austin,Bathrooms,36,69,2024-02-18T16:20:44.395-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
West 5th,Theater,43,69,2024-02-18T16:20:44.395-06:00,ONLINE,OFF,,COOL,OFF,OFF,72,
East Austin,AKT Factory,25,73,2024-02-18T16:20:44.395-06:00,ONLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,44,68,2024-02-18T16:03:17.348-06:00,ONLINE,OFF,,HEAT,OFF,OFF,,56
East Austin,CB Lobby,34,73,2024-02-18T16:03:17.348-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,AKT Lobby,33,72,2024-02-18T16:03:17.348-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,CB Theater,39,71,2024-02-18T16:03:17.348-06:00,ONLINE,OFF,,COOL,OFF,OFF,80,
East Austin,Bathrooms,36,69,2024-02-18T16:03:17.348-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
West 5th,Theater,43,69,2024-02-18T16:03:17.348-06:00,ONLINE,OFF,,COOL,OFF,OFF,72,
East Austin,AKT Factory,25,73,2024-02-18T16:03:17.348-06:00,ONLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,44,68,2024-02-18T15:47:27.174-06:00,ONLINE,OFF,,HEAT,OFF,OFF,,56
East Austin,CB Lobby,37,73,2024-02-18T15:47:27.174-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,AKT Lobby,36,72,2024-02-18T15:47:27.174-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,CB Theater,39,71,2024-02-18T15:47:27.174-06:00,ONLINE,OFF,,COOL,OFF,OFF,80,
East Austin,Bathrooms,36,69,2024-02-18T15:47:27.174-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
West 5th,Theater,43,69,2024-02-18T15:47:27.174-06:00,ONLINE,OFF,,COOL,OFF,OFF,72,
East Austin,AKT Factory,25,73,2024-02-18T15:47:27.174-06:00,ONLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,44,68,2024-02-18T15:32:43.117-06:00,ONLINE,OFF,,HEAT,OFF,OFF,,56
East Austin,CB Lobby,37,73,2024-02-18T15:32:43.117-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,AKT Lobby,36,72,2024-02-18T15:32:43.117-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,CB Theater,39,71,2024-02-18T15:32:43.117-06:00,ONLINE,OFF,,COOL,OFF,OFF,80,
East Austin,Bathrooms,36,69,2024-02-18T15:32:43.117-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
West 5th,Theater,44,69,2024-02-18T15:32:43.117-06:00,ONLINE,OFF,,COOL,OFF,OFF,72,
East Austin,AKT Factory,25,72,2024-02-18T15:32:43.117-06:00,ONLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,44,68,2024-02-18T15:17:46.004-06:00,ONLINE,OFF,,HEAT,OFF,OFF,,56
East Austin,CB Lobby,37,72,2024-02-18T15:17:46.004-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,AKT Lobby,36,71,2024-02-18T15:17:46.004-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,CB Theater,39,70,2024-02-18T15:17:46.004-06:00,ONLINE,OFF,,COOL,OFF,OFF,80,
East Austin,Bathrooms,36,68,2024-02-18T15:17:46.004-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
West 5th,Theater,44,69,2024-02-18T15:17:46.004-06:00,ONLINE,OFF,,COOL,OFF,OFF,72,
East Austin,AKT Factory,25,72,2024-02-18T15:17:46.004-06:00,ONLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,43,68,2024-02-18T15:03:07.444-06:00,ONLINE,OFF,,HEAT,OFF,OFF,,56
East Austin,CB Lobby,37,72,2024-02-18T15:03:07.444-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,AKT Lobby,33,71,2024-02-18T15:03:07.444-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
East Austin,CB Theater,40,69,2024-02-18T15:03:07.444-06:00,ONLINE,OFF,,COOL,OFF,OFF,80,
East Austin,Bathrooms,36,68,2024-02-18T15:03:07.444-06:00,ONLINE,OFF,,COOL,OFF,OFF,84,
