location,name,humidity,temperature,timestamp,connectivity,fan_timer,fan_timer_duration,mode,eco,status,coolSet,heatSet
East Austin,AKT Lobby,64,74,2024-03-15T17:04:14.138-05:00,OFFLINE,OFF,,COOL,MANUAL_ECO,OFF,,
East Austin,CB Theater,60,75,2024-03-15T17:04:14.138-05:00,OFFLINE,OFF,,COOL,OFF,OFF,68,
East Austin,Bathrooms,68,73,2024-03-15T17:04:14.138-05:00,OFFLINE,OFF,,COOL,OFF,OFF,74,
West 5th,Theater,66,67,2024-03-15T17:04:14.138-05:00,ONLINE,OFF,,COOL,OFF,COOLING,67,
East Austin,AKT Factory,83,73,2024-03-15T17:04:14.138-05:00,OFFLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,45,72,2024-03-15T16:47:17.847-05:00,ONLINE,OFF,,HEAT,OFF,HEATING,,72
East Austin,CB Lobby,64,75,2024-03-15T16:47:17.847-05:00,OFFLINE,OFF,,COOL,OFF,OFF,74,
East Austin,AKT Lobby,64,74,2024-03-15T16:47:17.847-05:00,OFFLINE,OFF,,COOL,MANUAL_ECO,OFF,,
East Austin,CB Theater,60,75,2024-03-15T16:47:17.847-05:00,OFFLINE,OFF,,COOL,OFF,OFF,68,
East Austin,Bathrooms,68,73,2024-03-15T16:47:17.847-05:00,OFFLINE,OFF,,COOL,OFF,OFF,74,
West 5th,Theater,58,67,2024-03-15T16:47:17.847-05:00,ONLINE,OFF,,COOL,OFF,COOLING,67,
East Austin,AKT Factory,83,73,2024-03-15T16:47:17.847-05:00,OFFLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,45,71,2024-03-15T16:32:41.861-05:00,ONLINE,OFF,,HEAT,OFF,HEATING,,72
East Austin,CB Lobby,64,75,2024-03-15T16:32:41.861-05:00,OFFLINE,OFF,,COOL,OFF,OFF,74,
East Austin,AKT Lobby,64,74,2024-03-15T16:32:41.861-05:00,OFFLINE,OFF,,COOL,MANUAL_ECO,OFF,,
East Austin,CB Theater,60,75,2024-03-15T16:32:41.861-05:00,OFFLINE,OFF,,COOL,OFF,OFF,68,
East Austin,Bathrooms,68,73,2024-03-15T16:32:41.861-05:00,OFFLINE,OFF,,COOL,OFF,OFF,74,
West 5th,Theater,49,67,2024-03-15T16:32:41.861-05:00,ONLINE,OFF,,COOL,OFF,COOLING,67,
East Austin,AKT Factory,83,73,2024-03-15T16:32:41.861-05:00,OFFLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,44,70,2024-03-15T16:18:03.371-05:00,ONLINE,OFF,,HEAT,OFF,HEATING,,72
East Austin,CB Lobby,64,75,2024-03-15T16:18:03.371-05:00,OFFLINE,OFF,,COOL,OFF,OFF,74,
East Austin,AKT Lobby,64,74,2024-03-15T16:18:03.371-05:00,OFFLINE,OFF,,COOL,MANUAL_ECO,OFF,,
East Austin,CB Theater,60,75,2024-03-15T16:18:03.371-05:00,OFFLINE,OFF,,COOL,OFF,OFF,68,
East Austin,Bathrooms,68,73,2024-03-15T16:18:03.371-05:00,OFFLINE,OFF,,COOL,OFF,OFF,74,
West 5th,Theater,48,67,2024-03-15T16:18:03.371-05:00,ONLINE,OFF,,COOL,OFF,OFF,67,
East Austin,AKT Factory,83,73,2024-03-15T16:18:03.371-05:00,OFFLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,45,70,2024-03-15T16:03:13.398-05:00,ONLINE,OFF,,HEAT,OFF,HEATING,,72
East Austin,CB Lobby,64,75,2024-03-15T16:03:13.398-05:00,OFFLINE,OFF,,COOL,OFF,OFF,74,
East Austin,AKT Lobby,64,74,2024-03-15T16:03:13.398-05:00,OFFLINE,OFF,,COOL,MANUAL_ECO,OFF,,
East Austin,CB Theater,60,75,2024-03-15T16:03:13.398-05:00,OFFLINE,OFF,,COOL,OFF,OFF,68,
East Austin,Bathrooms,68,73,2024-03-15T16:03:13.398-05:00,OFFLINE,OFF,,COOL,OFF,OFF,74,
West 5th,Theater,48,67,2024-03-15T16:03:13.398-05:00,ONLINE,OFF,,COOL,OFF,COOLING,67,
East Austin,AKT Factory,83,73,2024-03-15T16:03:13.398-05:00,OFFLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,45,71,2024-03-15T15:47:22.947-05:00,ONLINE,OFF,,HEAT,OFF,HEATING,,72
East Austin,CB Lobby,64,75,2024-03-15T15:47:22.947-05:00,OFFLINE,OFF,,COOL,OFF,OFF,74,
East Austin,AKT Lobby,64,74,2024-03-15T15:47:22.947-05:00,OFFLINE,OFF,,COOL,MANUAL_ECO,OFF,,
East Austin,CB Theater,60,75,2024-03-15T15:47:22.947-05:00,OFFLINE,OFF,,COOL,OFF,OFF,68,
East Austin,Bathrooms,68,73,2024-03-15T15:47:22.947-05:00,OFFLINE,OFF,,COOL,OFF,OFF,74,
West 5th,Theater,49,68,2024-03-15T15:47:22.947-05:00,ONLINE,OFF,,COOL,OFF,COOLING,67,
East Austin,AKT Factory,83,73,2024-03-15T15:47:22.947-05:00,OFFLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,46,70,2024-03-15T15:32:26.357-05:00,ONLINE,OFF,,HEAT,OFF,HEATING,,72
East Austin,CB Lobby,64,75,2024-03-15T15:32:26.357-05:00,OFFLINE,OFF,,COOL,OFF,OFF,74,
East Austin,AKT Lobby,64,74,2024-03-15T15:32:26.357-05:00,OFFLINE,OFF,,COOL,MANUAL_ECO,OFF,,
East Austin,CB Theater,60,75,2024-03-15T15:32:26.357-05:00,OFFLINE,OFF,,COOL,OFF,OFF,68,
East Austin,Bathrooms,68,73,2024-03-15T15:32:26.357-05:00,OFFLINE,OFF,,COOL,OFF,OFF,74,
West 5th,Theater,49,67,2024-03-15T15:32:26.357-05:00,ONLINE,OFF,,COOL,OFF,COOLING,67,
East Austin,AKT Factory,83,73,2024-03-15T15:32:26.357-05:00,OFFLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,47,70,2024-03-15T15:21:10.448-05:00,ONLINE,OFF,,HEAT,OFF,HEATING,,72
East Austin,CB Lobby,64,75,2024-03-15T15:21:10.448-05:00,OFFLINE,OFF,,COOL,OFF,OFF,74,
East Austin,AKT Lobby,64,74,2024-03-15T15:21:10.448-05:00,OFFLINE,OFF,,COOL,MANUAL_ECO,OFF,,
East Austin,CB Theater,60,75,2024-03-15T15:21:10.448-05:00,OFFLINE,OFF,,COOL,OFF,OFF,68,
East Austin,Bathrooms,68,73,2024-03-15T15:21:10.448-05:00,OFFLINE,OFF,,COOL,OFF,OFF,74,
West 5th,Theater,50,67,2024-03-15T15:21:10.448-05:00,ONLINE,OFF,,COOL,OFF,COOLING,67,
East Austin,AKT Factory,83,73,2024-03-15T15:21:10.448-05:00,OFFLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,48,70,2024-03-15T15:03:35.470-05:00,ONLINE,OFF,,HEAT,OFF,HEATING,,72
East Austin,CB Lobby,64,75,2024-03-15T15:03:35.470-05:00,OFFLINE,OFF,,COOL,OFF,OFF,74,
East Austin,AKT Lobby,64,74,2024-03-15T15:03:35.470-05:00,OFFLINE,OFF,,COOL,MANUAL_ECO,OFF,,
East Austin,CB Theater,60,75,2024-03-15T15:03:35.470-05:00,OFFLINE,OFF,,COOL,OFF,OFF,68,
East Austin,Bathrooms,68,73,2024-03-15T15:03:35.470-05:00,OFFLINE,OFF,,COOL,OFF,OFF,74,
West 5th,Theater,51,68,2024-03-15T15:03:35.470-05:00,ONLINE,OFF,,COOL,OFF,OFF,67,
East Austin,AKT Factory,83,73,2024-03-15T15:03:35.470-05:00,OFFLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,48,70,2024-03-15T14:47:25.148-05:00,ONLINE,OFF,,HEAT,OFF,HEATING,,72
East Austin,CB Lobby,64,75,2024-03-15T14:47:25.148-05:00,OFFLINE,OFF,,COOL,OFF,OFF,74,
East Austin,AKT Lobby,64,74,2024-03-15T14:47:25.148-05:00,OFFLINE,OFF,,COOL,MANUAL_ECO,OFF,,
East Austin,CB Theater,60,75,2024-03-15T14:47:25.148-05:00,OFFLINE,OFF,,COOL,OFF,OFF,68,
East Austin,Bathrooms,68,73,2024-03-15T14:47:25.148-05:00,OFFLINE,OFF,,COOL,OFF,OFF,74,
West 5th,Theater,50,68,2024-03-15T14:47:25.148-05:00,ONLINE,OFF,,COOL,OFF,COOLING,67,
East Austin,AKT Factory,83,73,2024-03-15T14:47:25.148-05:00,OFFLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,48,70,2024-03-15T14:32:58.723-05:00,ONLINE,OFF,,HEAT,OFF,HEATING,,72
East Austin,CB Lobby,64,75,2024-03-15T14:32:58.723-05:00,OFFLINE,OFF,,COOL,OFF,OFF,74,
East Austin,AKT Lobby,64,74,2024-03-15T14:32:58.723-05:00,OFFLINE,OFF,,COOL,MANUAL_ECO,OFF,,
East Austin,CB Theater,60,75,2024-03-15T14:32:58.723-05:00,OFFLINE,OFF,,COOL,OFF,OFF,68,
East Austin,Bathrooms,68,73,2024-03-15T14:32:58.723-05:00,OFFLINE,OFF,,COOL,OFF,OFF,74,
West 5th,Theater,51,67,2024-03-15T14:32:58.723-05:00,ONLINE,OFF,,COOL,OFF,COOLING,67,
East Austin,AKT Factory,83,73,2024-03-15T14:32:58.723-05:00,OFFLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,48,70,2024-03-15T14:17:28.113-05:00,ONLINE,OFF,,HEAT,OFF,HEATING,,72
East Austin,CB Lobby,64,75,2024-03-15T14:17:28.113-05:00,OFFLINE,OFF,,COOL,OFF,OFF,74,
East Austin,AKT Lobby,64,74,2024-03-15T14:17:28.113-05:00,OFFLINE,OFF,,COOL,MANUAL_ECO,OFF,,
East Austin,CB Theater,60,75,2024-03-15T14:17:28.113-05:00,OFFLINE,OFF,,COOL,OFF,OFF,68,
East Austin,Bathrooms,68,73,2024-03-15T14:17:28.113-05:00,OFFLINE,OFF,,COOL,OFF,OFF,74,
West 5th,Theater,51,67,2024-03-15T14:17:28.113-05:00,ONLINE,OFF,,COOL,OFF,COOLING,67,
East Austin,AKT Factory,83,73,2024-03-15T14:17:28.113-05:00,OFFLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,49,70,2024-03-15T14:03:03.539-05:00,ONLINE,OFF,,HEAT,OFF,HEATING,,72
East Austin,CB Lobby,64,75,2024-03-15T14:03:03.539-05:00,OFFLINE,OFF,,COOL,OFF,OFF,74,
East Austin,AKT Lobby,64,74,2024-03-15T14:03:03.539-05:00,OFFLINE,OFF,,COOL,MANUAL_ECO,OFF,,
East Austin,CB Theater,60,75,2024-03-15T14:03:03.539-05:00,OFFLINE,OFF,,COOL,OFF,OFF,68,
East Austin,Bathrooms,68,73,2024-03-15T14:03:03.539-05:00,OFFLINE,OFF,,COOL,OFF,OFF,74,
West 5th,Theater,52,66,2024-03-15T14:03:03.539-05:00,ONLINE,OFF,,COOL,OFF,OFF,67,
East Austin,AKT Factory,83,73,2024-03-15T14:03:03.539-05:00,OFFLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,49,70,2024-03-15T13:47:34.333-05:00,ONLINE,OFF,,HEAT,OFF,HEATING,,72
East Austin,CB Lobby,64,75,2024-03-15T13:47:34.333-05:00,OFFLINE,OFF,,COOL,OFF,OFF,74,
East Austin,AKT Lobby,64,74,2024-03-15T13:47:34.333-05:00,OFFLINE,OFF,,COOL,MANUAL_ECO,OFF,,
East Austin,CB Theater,60,75,2024-03-15T13:47:34.333-05:00,OFFLINE,OFF,,COOL,OFF,OFF,68,
East Austin,Bathrooms,68,73,2024-03-15T13:47:34.333-05:00,OFFLINE,OFF,,COOL,OFF,OFF,74,
West 5th,Theater,52,66,2024-03-15T13:47:34.333-05:00,ONLINE,OFF,,COOL,OFF,OFF,67,
East Austin,AKT Factory,83,73,2024-03-15T13:47:34.333-05:00,OFFLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,49,70,2024-03-15T13:32:31.258-05:00,ONLINE,OFF,,HEAT,OFF,HEATING,,72
East Austin,CB Lobby,64,75,2024-03-15T13:32:31.258-05:00,OFFLINE,OFF,,COOL,OFF,OFF,74,
East Austin,AKT Lobby,64,74,2024-03-15T13:32:31.258-05:00,OFFLINE,OFF,,COOL,MANUAL_ECO,OFF,,
East Austin,CB Theater,60,75,2024-03-15T13:32:31.258-05:00,OFFLINE,OFF,,COOL,OFF,OFF,68,
East Austin,Bathrooms,68,73,2024-03-15T13:32:31.258-05:00,OFFLINE,OFF,,COOL,OFF,OFF,74,
West 5th,Theater,53,67,2024-03-15T13:32:31.258-05:00,ONLINE,OFF,,COOL,OFF,OFF,67,
East Austin,AKT Factory,83,73,2024-03-15T13:32:31.258-05:00,OFFLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,50,70,2024-03-15T13:22:09.449-05:00,ONLINE,OFF,,HEAT,OFF,HEATING,,72
East Austin,CB Lobby,64,75,2024-03-15T13:22:09.449-05:00,OFFLINE,OFF,,COOL,OFF,OFF,74,
East Austin,AKT Lobby,64,74,2024-03-15T13:22:09.449-05:00,OFFLINE,OFF,,COOL,MANUAL_ECO,OFF,,
East Austin,CB Theater,60,75,2024-03-15T13:22:09.449-05:00,OFFLINE,OFF,,COOL,OFF,OFF,68,
East Austin,Bathrooms,68,73,2024-03-15T13:22:09.449-05:00,OFFLINE,OFF,,COOL,OFF,OFF,74,
West 5th,Theater,52,68,2024-03-15T13:22:09.449-05:00,ONLINE,OFF,,COOL,OFF,COOLING,67,
East Austin,AKT Factory,83,73,2024-03-15T13:22:09.449-05:00,OFFLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,50,70,2024-03-15T13:04:22.400-05:00,ONLINE,OFF,,HEAT,OFF,HEATING,,72
East Austin,CB Lobby,64,75,2024-03-15T13:04:22.400-05:00,OFFLINE,OFF,,COOL,OFF,OFF,74,
East Austin,AKT Lobby,64,74,2024-03-15T13:04:22.400-05:00,OFFLINE,OFF,,COOL,MANUAL_ECO,OFF,,
East Austin,CB Theater,60,75,2024-03-15T13:04:22.400-05:00,OFFLINE,OFF,,COOL,OFF,OFF,68,
East Austin,Bathrooms,68,73,2024-03-15T13:04:22.400-05:00,OFFLINE,OFF,,COOL,OFF,OFF,74,
West 5th,Theater,52,68,2024-03-15T13:04:22.400-05:00,ONLINE,OFF,,COOL,OFF,COOLING,67,
East Austin,AKT Factory,83,73,2024-03-15T13:04:22.400-05:00,OFFLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,51,70,2024-03-15T12:47:19.522-05:00,ONLINE,OFF,,HEAT,OFF,HEATING,,72
East Austin,CB Lobby,64,75,2024-03-15T12:47:19.522-05:00,OFFLINE,OFF,,COOL,OFF,OFF,74,
East Austin,AKT Lobby,64,74,2024-03-15T12:47:19.522-05:00,OFFLINE,OFF,,COOL,MANUAL_ECO,OFF,,
East Austin,CB Theater,60,75,2024-03-15T12:47:19.522-05:00,OFFLINE,OFF,,COOL,OFF,OFF,68,
East Austin,Bathrooms,68,73,2024-03-15T12:47:19.522-05:00,OFFLINE,OFF,,COOL,OFF,OFF,74,
West 5th,Theater,52,68,2024-03-15T12:47:19.522-05:00,ONLINE,OFF,,COOL,OFF,COOLING,67,
East Austin,AKT Factory,83,73,2024-03-15T12:47:19.522-05:00,OFFLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,51,70,2024-03-15T12:32:27.146-05:00,ONLINE,OFF,,COOL,OFF,OFF,70,
East Austin,CB Lobby,64,75,2024-03-15T12:32:27.146-05:00,OFFLINE,OFF,,COOL,OFF,OFF,74,
East Austin,AKT Lobby,64,74,2024-03-15T12:32:27.146-05:00,OFFLINE,OFF,,COOL,MANUAL_ECO,OFF,,
East Austin,CB Theater,60,75,2024-03-15T12:32:27.146-05:00,OFFLINE,OFF,,COOL,OFF,OFF,68,
East Austin,Bathrooms,68,73,2024-03-15T12:32:27.146-05:00,OFFLINE,OFF,,COOL,OFF,OFF,74,
West 5th,Theater,52,68,2024-03-15T12:32:27.146-05:00,ONLINE,OFF,,COOL,OFF,COOLING,67,
East Austin,AKT Factory,83,73,2024-03-15T12:32:27.146-05:00,OFFLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,51,69,2024-03-15T12:20:13.061-05:00,ONLINE,OFF,,COOL,OFF,OFF,70,
East Austin,CB Lobby,64,75,2024-03-15T12:20:13.061-05:00,OFFLINE,OFF,,COOL,OFF,OFF,74,
East Austin,AKT Lobby,64,74,2024-03-15T12:20:13.061-05:00,OFFLINE,OFF,,COOL,MANUAL_ECO,OFF,,
East Austin,CB Theater,60,75,2024-03-15T12:20:13.061-05:00,OFFLINE,OFF,,COOL,OFF,OFF,68,
East Austin,Bathrooms,68,73,2024-03-15T12:20:13.061-05:00,OFFLINE,OFF,,COOL,OFF,OFF,74,
West 5th,Theater,53,66,2024-03-15T12:20:13.061-05:00,ONLINE,OFF,,COOL,OFF,OFF,67,
East Austin,AKT Factory,83,73,2024-03-15T12:20:13.061-05:00,OFFLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,51,69,2024-03-15T12:03:09.439-05:00,ONLINE,OFF,,COOL,OFF,OFF,70,
East Austin,CB Lobby,64,75,2024-03-15T12:03:09.439-05:00,OFFLINE,OFF,,COOL,OFF,OFF,74,
East Austin,AKT Lobby,64,74,2024-03-15T12:03:09.439-05:00,OFFLINE,OFF,,COOL,MANUAL_ECO,OFF,,
East Austin,CB Theater,60,75,2024-03-15T12:03:09.439-05:00,OFFLINE,OFF,,COOL,OFF,OFF,68,
East Austin,Bathrooms,68,73,2024-03-15T12:03:09.439-05:00,OFFLINE,OFF,,COOL,OFF,OFF,74,
West 5th,Theater,53,66,2024-03-15T12:03:09.439-05:00,ONLINE,OFF,,COOL,OFF,OFF,67,
East Austin,AKT Factory,83,73,2024-03-15T12:03:09.439-05:00,OFFLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,52,69,2024-03-15T11:47:23.790-05:00,ONLINE,OFF,,COOL,OFF,OFF,70,
East Austin,CB Lobby,64,75,2024-03-15T11:47:23.790-05:00,OFFLINE,OFF,,COOL,OFF,OFF,74,
East Austin,AKT Lobby,64,74,2024-03-15T11:47:23.790-05:00,ONLINE,OFF,,COOL,MANUAL_ECO,OFF,,
East Austin,CB Theater,60,75,2024-03-15T11:47:23.790-05:00,OFFLINE,OFF,,COOL,OFF,OFF,68,
East Austin,Bathrooms,68,73,2024-03-15T11:47:23.790-05:00,OFFLINE,OFF,,COOL,OFF,OFF,74,
West 5th,Theater,53,66,2024-03-15T11:47:23.790-05:00,ONLINE,OFF,,COOL,OFF,OFF,67,
East Austin,AKT Factory,83,73,2024-03-15T11:47:23.790-05:00,OFFLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,52,69,2024-03-15T11:33:27.368-05:00,ONLINE,OFF,,COOL,OFF,OFF,70,
East Austin,CB Lobby,64,75,2024-03-15T11:33:27.368-05:00,OFFLINE,OFF,,COOL,OFF,OFF,74,
East Austin,AKT Lobby,64,74,2024-03-15T11:33:27.368-05:00,ONLINE,OFF,,COOL,MANUAL_ECO,OFF,,
East Austin,CB Theater,60,75,2024-03-15T11:33:27.368-05:00,ONLINE,OFF,,COOL,OFF,OFF,68,
East Austin,Bathrooms,68,73,2024-03-15T11:33:27.368-05:00,ONLINE,OFF,,COOL,OFF,OFF,74,
West 5th,Theater,54,66,2024-03-15T11:33:27.368-05:00,ONLINE,OFF,,COOL,OFF,OFF,67,
East Austin,AKT Factory,83,73,2024-03-15T11:33:27.368-05:00,OFFLINE,OFF,,COOL,OFF,OFF,78,
West 5th,Lockers,53,70,2024-03-15T11:22:10.294-05:00,ONLINE,OFF,,COOL,OFF,OFF,70,
East Austin,CB Lobby,64,75,2024-03-15T11:22:10.294-05:00,OFFLINE,OFF,,COOL,OFF,OFF,74,
East Austin,AKT Lobby,64,74,2024-03-15T11:22:10.294-05:00,ONLINE,OFF,,COOL,MANUAL_ECO,OFF,,
East Austin,CB Theater,60,75,2024-03-15T11:22:10.294-05:00,ONLINE,OFF,,COOL,OFF,OFF,68,
East Austin,Bathrooms,68,73,2024-03-15T11:22:10.294-05:00,ONLINE,OFF,,COOL,OFF,OFF,74,
West 5th,Theater,54,68,2024-03-15T11:22:10.294-05:00,ONLINE,OFF,,COOL,OFF,COOLING,67,
East Austin,AKT Factory,83,73,2024-03-15T11:22:10.294-05:00,OFFLINE,OFF,,COOL,OFF,OFF,78,
